,시간,03-15 (금)
0,최대,281.19
1,최소,97.01
2,가중평균,158.79
3,01시,165.97
4,02시,164.73
5,03시,162.57
6,04시,160.33
7,05시,160.09
8,06시,143.38
9,07시,163.62
10,08시,162.52
11,09시,162.35
12,10시,150.18
13,11시,146.39
14,12시,148.62
15,13시,99.07
16,14시,97.01
17,15시,100.77
18,16시,131.45
19,17시,142.54
20,18시,164.03
21,19시,168.1
22,20시,169.84
23,21시,281.19
24,22시,169.84
25,23시,166.18
26,24시,154.94
