,시간,04-18 (목)
0,최대,155.4
1,최소,-0.11
2,가중평균,116.89
3,01시,116.23
4,02시,95.91
5,03시,95.64
6,04시,95.83
7,05시,132.03
8,06시,116.28
9,07시,116.18
10,08시,113.47
11,09시,146.69
12,10시,135.68
13,11시,135.68
14,12시,0.0
15,13시,-0.11
16,14시,0.0
17,15시,135.51
18,16시,135.51
19,17시,136.29
20,18시,138.47
21,19시,140.08
22,20시,142.61
23,21시,146.71
24,22시,155.12
25,23시,155.4
26,24시,130.45
