,시간,09-09 (월)
0,최대,172.94
1,최소,106.88
2,가중평균,148.16
3,01시,137.22
4,02시,106.88
5,03시,106.88
6,04시,106.88
7,05시,106.88
8,06시,106.88
9,07시,139.97
10,08시,142.46
11,09시,146.35
12,10시,151.19
13,11시,159.53
14,12시,156.09
15,13시,148.71
16,14시,156.98
17,15시,160.19
18,16시,160.19
19,17시,159.36
20,18시,161.09
21,19시,172.94
22,20시,161.37
23,21시,161.64
24,22시,161.64
25,23시,160.36
26,24시,141.93
