,시간,11-22 (금)
0,최대,130.73
1,최소,0.0
2,가중평균,106.04
3,01시,112.14
4,02시,87.79
5,03시,87.13
6,04시,87.05
7,05시,87.24
8,06시,87.79
9,07시,107.05
10,08시,117.78
11,09시,130.73
12,10시,117.62
13,11시,117.52
14,12시,117.47
15,13시,0.0
16,14시,116.87
17,15시,117.26
18,16시,117.26
19,17시,117.37
20,18시,117.47
21,19시,117.43
22,20시,113.31
23,21시,107.05
24,22시,106.47
25,23시,112.14
26,24시,116.73
