,시간,03-09 (토)
0,최대,169.62
1,최소,-50.0
2,가중평균,117.64
3,01시,169.62
4,02시,110.46
5,03시,110.46
6,04시,109.16
7,05시,110.73
8,06시,110.73
9,07시,157.36
10,08시,158.88
11,09시,110.73
12,10시,110.46
13,11시,100.55
14,12시,-1.0
15,13시,-50.0
16,14시,-50.0
17,15시,95.43
18,16시,95.96
19,17시,107.57
20,18시,154.25
21,19시,154.27
22,20시,156.13
23,21시,159.46
24,22시,159.97
25,23시,167.01
26,24시,166.69
