,시간,07-08 (월)
0,최대,187.56
1,최소,95.14
2,가중평균,136.28
3,01시,149.04
4,02시,99.86
5,03시,99.5
6,04시,95.14
7,05시,99.5
8,06시,99.86
9,07시,103.58
10,08시,132.21
11,09시,138.21
12,10시,145.7
13,11시,139.53
14,12시,119.08
15,13시,138.26
16,14시,118.09
17,15시,155.0
18,16시,159.22
19,17시,187.56
20,18시,152.28
21,19시,154.52
22,20시,154.52
23,21시,154.65
24,22시,136.0
25,23시,133.82
26,24시,132.76
