,시간,05-16 (목)
0,최대,159.48
1,최소,-79.06
2,가중평균,20.42
3,01시,0.0
4,02시,0.0
5,03시,0.0
6,04시,0.0
7,05시,0.0
8,06시,0.0
9,07시,0.0
10,08시,0.0
11,09시,-77.48
12,10시,-79.06
13,11시,-79.06
14,12시,-79.06
15,13시,-79.06
16,14시,-79.06
17,15시,-79.06
18,16시,-79.06
19,17시,-2.0
20,18시,159.48
21,19시,133.45
22,20시,135.81
23,21시,135.57
24,22시,130.03
25,23시,124.65
26,24시,113.6
