,시간,05-18 (토)
0,최대,162.67
1,최소,-79.06
2,가중평균,75.4
3,01시,114.99
4,02시,107.81
5,03시,107.81
6,04시,107.81
7,05시,113.72
8,06시,114.48
9,07시,114.48
10,08시,107.46
11,09시,0.0
12,10시,-76.69
13,11시,0.0
14,12시,-77.94
15,13시,-79.06
16,14시,-77.48
17,15시,0.0
18,16시,0.0
19,17시,114.36
20,18시,142.56
21,19시,162.67
22,20시,137.05
23,21시,142.52
24,22시,130.35
25,23시,118.83
26,24시,114.48
