,시간,09-02 (월)
0,최대,220.22
1,최소,106.74
2,가중평균,149.42
3,01시,106.87
4,02시,106.86
5,03시,106.74
6,04시,106.76
7,05시,106.74
8,06시,106.86
9,07시,106.86
10,08시,142.34
11,09시,146.4
12,10시,220.22
13,11시,161.01
14,12시,158.82
15,13시,158.79
16,14시,160.45
17,15시,160.45
18,16시,162.43
19,17시,160.45
20,18시,160.45
21,19시,161.01
22,20시,161.01
23,21시,161.01
24,22시,161.01
25,23시,161.01
26,24시,139.96
