b_da,q_da,b_rt,q_rt,P_da,Q_da,Q_c,z,Profit,prob
-2.0,8800.0,-78.74,8749.698374338781,-19.0,0.0,5249.819024603272,7449.491024603287,581060.2999190561,0.0002400000000000001
-2.0,8800.0,-78.74,8749.698374338781,-19.0,0.0,6999.758699471079,8749.698374338781,682476.4731984275,0.0003600000000000001
-2.0,8800.0,-78.74,8749.698374338781,-19.0,0.0,10499.638049206556,8749.698374338781,682476.4731984275,0.0003600000000000001
-2.0,8800.0,-78.74,8749.698374338781,-19.0,0.0,12249.577724074315,8749.698374338781,682476.4731984275,0.0002400000000000001
-2.0,8800.0,-79.04499999999268,6363.845488351278,-19.0,0.0,6363.845488351304,6363.845488351278,496379.9480914028,0.007200000000000001
-2.0,8800.0,-79.04499999999268,6363.845488351278,-19.0,0.0,3818.307293010762,6017.979293010763,469402.3848548424,0.00016
-2.0,8800.0,-79.04499999999268,6363.845488351278,-19.0,0.0,5091.076390681072,6363.845488351278,496379.94809140265,0.00024
-2.0,8800.0,-79.04499999999268,6363.845488351278,-19.0,0.0,7636.614586021565,6363.845488351278,496379.94809140265,0.00024
-2.0,8800.0,-79.04499999999268,6363.845488351278,-19.0,0.0,8909.383683691825,6363.845488351278,496379.9480914028,0.00016
-2.0,8800.0,-79.05999999999261,8439.788738289113,-77.48,0.0,8439.78873828915,8439.788738289113,658303.521586552,0.011700000000000004
-2.0,8800.0,-79.05999999999261,8439.788738289113,-77.48,0.0,5063.873242973489,7263.545242973454,566556.5289519757,0.0002600000000000001
-2.0,8800.0,-79.05999999999261,8439.788738289113,-77.48,0.0,6751.83099063131,8439.788738289113,658303.521586552,0.0003900000000000001
-2.0,8800.0,-79.05999999999261,8439.788738289113,-77.48,0.0,10127.746485946978,8439.788738289113,658303.521586552,0.0003900000000000001
-2.0,8800.0,-79.05999999999261,8439.788738289113,-77.48,0.0,11815.704233604809,8439.788738289113,658303.521586552,0.0002600000000000001
-2.0,8800.0,-77.93999999999994,8157.126531691895,-76.69,0.0,8157.1265316918725,8157.126531691895,636255.8694719668,0.041400000000000034
-2.0,8800.0,-77.93999999999994,8157.126531691895,-76.69,0.0,4894.275919015125,8157.126531691895,553391.7283999426,0.0009200000000000007
-2.0,8800.0,-77.93999999999994,8157.126531691895,-76.69,0.0,6525.701225353453,8157.126531691895,636255.8694719685,0.001380000000000001
-2.0,8800.0,-77.93999999999994,8157.126531691895,-76.69,0.0,9788.551838030247,8157.126531691895,636255.8694719685,0.001380000000000001
-2.0,8800.0,-77.93999999999994,8157.126531691895,-76.69,0.0,11419.97714436862,8157.126531691895,636255.8694719685,0.0009200000000000007
-2.0,8800.0,-79.05999999999962,7548.551273102973,-76.38,0.0,7548.5512731029885,7548.551273102973,588786.999302033,0.022500000000000013
-2.0,8800.0,-79.05999999999962,7548.551273102973,-76.38,0.0,4529.130763861762,6728.8027638617705,524846.6155812202,0.0005000000000000003
-2.0,8800.0,-79.05999999999962,7548.551273102973,-76.38,0.0,6038.841018482384,7548.551273102973,588786.9993020343,0.0007500000000000004
-2.0,8800.0,-79.05999999999962,7548.551273102973,-76.38,0.0,9058.261527723585,7548.551273102973,588786.9993020343,0.0007500000000000004
-2.0,8800.0,-79.05999999999962,7548.551273102973,-76.38,0.0,10567.971782344184,7548.551273102973,588786.9993020343,0.0005000000000000003
-2.0,8800.0,-76.3800000000003,8746.33842316392,-76.38,0.0,8746.338423163863,8746.33842316392,682214.3970067913,0.020700000000000014
-2.0,8800.0,-76.3800000000003,8746.33842316392,-76.38,0.0,5247.803053898332,8746.33842316392,583007.2128622823,0.0004600000000000003
-2.0,8800.0,-76.3800000000003,8746.33842316392,-76.38,0.0,6997.070738531091,8746.3384231639,682214.3970067854,0.0006900000000000004
-2.0,8800.0,-76.3800000000003,8746.33842316392,-76.38,0.0,10495.606107796635,8746.33842316392,682214.3970067856,0.0006900000000000004
-2.0,8800.0,-76.3800000000003,8746.33842316392,-76.38,0.0,12244.873792429407,8746.33842316392,682214.3970067855,0.0004600000000000003
-2.0,8800.0,-79.05999999999995,6361.55444046194,-76.38,0.0,6361.554440461914,6361.55444046194,496201.24635602953,0.01890000000000001
-2.0,8800.0,-79.05999999999995,6361.55444046194,-76.38,0.0,3816.9326642771475,6016.6046642771535,469295.16381361673,0.00042000000000000023
-2.0,8800.0,-79.05999999999995,6361.55444046194,-76.38,0.0,5089.2435523695285,6361.55444046194,496201.2463560295,0.0006300000000000004
-2.0,8800.0,-79.05999999999995,6361.55444046194,-76.38,0.0,7633.865328554297,6361.55444046194,496201.24635603075,0.0006300000000000004
-2.0,8800.0,-79.05999999999995,6361.55444046194,-76.38,0.0,8906.17621664668,6361.55444046194,496201.2463560311,0.00042000000000000023
-2.0,8800.0,-79.05999999999933,5716.172096012837,-77.48,0.0,5716.172096012859,5716.172096012837,445861.42348900385,0.01890000000000001
-2.0,8800.0,-79.05999999999933,5716.172096012837,-77.48,0.0,3429.703257607713,5629.375257607722,439091.27009340486,0.00042000000000000023
-2.0,8800.0,-79.05999999999933,5716.172096012837,-77.48,0.0,4572.937676810262,5716.172096012837,445861.42348900385,0.0006300000000000004
-2.0,8800.0,-79.05999999999933,5716.172096012837,-77.48,0.0,6859.40651521543,5716.172096012837,445861.4234890038,0.0006300000000000004
-2.0,8800.0,-79.05999999999933,5716.172096012837,-77.48,0.0,8002.640934418002,5716.172096012837,445861.4234890038,0.00042000000000000023
-2.0,8800.0,-78.86249999999274,8588.538771011936,-77.94,0.0,8588.538771011983,8588.538771011936,669906.0241389286,0.021600000000000015
-2.0,8800.0,-78.86249999999274,8588.538771011936,-77.94,0.0,5153.123262607191,7352.795262607144,573518.0304834048,0.0004800000000000003
-2.0,8800.0,-78.86249999999274,8588.538771011936,-77.94,0.0,6870.831016809611,8588.538771011936,669906.0241389284,0.0007200000000000004
-2.0,8800.0,-78.86249999999274,8588.538771011936,-77.94,0.0,10306.24652521438,8588.538771011936,669906.0241389285,0.0007200000000000004
-2.0,8800.0,-78.86249999999274,8588.538771011936,-77.94,0.0,12023.954279416776,8588.538771011936,669906.0241389285,0.0004800000000000003
-2.0,8800.0,-80.0,8403.989119107071,-2.0,8800.0,8403.98911910702,8403.989119107071,685901.0262900749,0.02790000000000002
-2.0,8800.0,-80.0,8403.989119107071,-2.0,8800.0,5042.393471464185,7242.065471464201,684437.002494045,0.0006200000000000004
-2.0,8800.0,-80.0,8403.989119107071,-2.0,8800.0,6723.191295285616,8403.989119107071,685901.0262900749,0.0009300000000000006
-2.0,8800.0,-80.0,8403.989119107071,-2.0,8800.0,10084.786942928424,8403.989119107071,685901.0262900749,0.0009300000000000006
-2.0,8800.0,-80.0,8403.989119107071,-2.0,8800.0,11765.584766749827,8403.989119107071,685901.0262900749,0.0006200000000000004
-2.0,8800.0,-79.05999999999999,7204.28381922101,-76.38,0.0,7204.28381922096,7204.28381922101,561934.1378992347,0.01800000000000001
-2.0,8800.0,-79.05999999999999,7204.28381922101,-76.38,0.0,4322.5702915325755,6522.242291532591,508734.898739539,0.00040000000000000024
-2.0,8800.0,-79.05999999999999,7204.28381922101,-76.38,0.0,5763.427055376812,7204.283819220995,561934.1378992348,0.0006000000000000003
-2.0,8800.0,-79.05999999999999,7204.28381922101,-76.38,0.0,8645.140583065151,7204.28381922101,561934.1378992347,0.0006000000000000003
-2.0,8800.0,-79.05999999999999,7204.28381922101,-76.38,0.0,10085.997346909344,7204.28381922101,561934.1378992347,0.00040000000000000024
-2.0,8800.0,-78.77999999999999,8446.363157136067,-2.0,8800.0,8446.363157136017,8446.363157136067,685968.563051706,0.041400000000000034
-2.0,8800.0,-78.77999999999999,8446.363157136067,-2.0,8800.0,5067.817894281609,7267.489894281623,684530.3376710236,0.0009200000000000007
-2.0,8800.0,-78.77999999999999,8446.363157136067,-2.0,8800.0,6757.0905257088325,8446.363157136067,685968.563051706,0.001380000000000001
-2.0,8800.0,-78.77999999999999,8446.363157136067,-2.0,8800.0,10135.635788563219,8446.363157136067,685968.563051706,0.001380000000000001
-2.0,8800.0,-78.77999999999999,8446.363157136067,-2.0,8800.0,11824.908419990423,8446.363157136067,685968.563051706,0.0009200000000000007
-2.0,8800.0,-80.0,8156.054072833499,-2.0,8800.0,8156.054072833504,8156.054072833499,685073.471390037,0.04590000000000004
-2.0,8800.0,-80.0,8156.054072833499,-2.0,8800.0,4893.632443700107,7093.304443700122,682884.2071540222,0.0010200000000000007
-2.0,8800.0,-80.0,8156.054072833499,-2.0,8800.0,6524.843258266831,8156.054072833499,685073.471390037,0.0015300000000000012
-2.0,8800.0,-80.0,8156.054072833499,-2.0,8800.0,9787.264887400204,8156.054072833499,685073.471390037,0.0015300000000000012
-2.0,8800.0,-80.0,8156.054072833499,-2.0,8800.0,11418.475701966905,8156.054072833499,685073.471390037,0.0010200000000000007
-2.0,8800.0,-78.73999999999204,7806.65212308549,-77.48,0.0,7806.652123085456,7806.65212308549,608918.8656006658,0.01890000000000001
-2.0,8800.0,-78.73999999999204,7806.65212308549,-77.48,0.0,4683.99127385124,6883.663273851257,536925.7353603964,0.00042000000000000023
-2.0,8800.0,-78.73999999999204,7806.65212308549,-77.48,0.0,6245.321698468379,7806.65212308549,608918.8656006658,0.0006300000000000004
-2.0,8800.0,-78.73999999999204,7806.65212308549,-77.48,0.0,9367.982547702546,7806.65212308549,608918.8656006658,0.0006300000000000004
-2.0,8800.0,-78.73999999999204,7806.65212308549,-77.48,0.0,10929.312972319638,7806.65212308549,608918.8656006658,0.00042000000000000023
-2.0,8800.0,-77.93999999999907,6855.46467332839,-76.38,0.0,6855.464673328446,6855.46467332839,534726.2445196197,0.014400000000000007
-2.0,8800.0,-77.93999999999907,6855.46467332839,-76.38,0.0,4113.278803997078,6855.46467332839,492442.7135439392,0.00032000000000000013
-2.0,8800.0,-77.93999999999907,6855.46467332839,-76.38,0.0,5484.371738662768,6855.46467332839,534726.2445196196,0.0004800000000000002
-2.0,8800.0,-77.93999999999907,6855.46467332839,-76.38,0.0,8226.557607994135,6855.46467332839,534726.2445196196,0.0004800000000000002
-2.0,8800.0,-77.93999999999907,6855.46467332839,-76.38,0.0,9597.650542659825,6855.46467332839,534726.2445196196,0.00032000000000000013
-2.0,8800.0,-77.48,6302.545801203375,-77.48,0.0,6302.545801203349,6302.545801203375,491598.57249386143,0.01620000000000001
-2.0,8800.0,-77.48,6302.545801203375,-77.48,0.0,3781.527480722009,6302.545801203375,466700.65958296735,0.0003600000000000002
-2.0,8800.0,-77.48,6302.545801203375,-77.48,0.0,5042.036640962723,6302.545801203368,491598.57249386155,0.0005400000000000002
-2.0,8800.0,-77.48,6302.545801203375,-77.48,0.0,7563.054961444018,6302.545801203375,491598.5724938628,0.0005400000000000002
-2.0,8800.0,-77.48,6302.545801203375,-77.48,0.0,8823.564121684687,6302.545801203375,491598.5724938627,0.0003600000000000002
-2.0,8800.0,-79.04499999999261,8403.408995589221,-76.38,0.0,8403.408995589241,8403.408995589221,655465.901655962,0.01620000000000001
-2.0,8800.0,-79.04499999999261,8403.408995589221,-76.38,0.0,5042.045397353545,7241.717397353557,564853.95699358,0.0003600000000000002
-2.0,8800.0,-79.04499999999261,8403.408995589221,-76.38,0.0,6722.727196471414,8403.408995589221,655465.901655962,0.0005400000000000002
-2.0,8800.0,-79.04499999999261,8403.408995589221,-76.38,0.0,10084.09079470709,8403.408995589221,655465.901655962,0.0005400000000000002
-2.0,8800.0,-79.04499999999261,8403.408995589221,-76.38,0.0,11764.772593824937,8403.408995589221,655465.901655962,0.0003600000000000002
-2.0,8800.0,-78.77999999999996,6854.66105929201,-2.0,8800.0,6854.661059292033,6854.66105929201,684026.6864923362,0.02970000000000002
-2.0,8800.0,-78.77999999999996,6854.66105929201,-2.0,8800.0,4112.7966355752205,6312.46863557523,683365.2117354018,0.0006600000000000004
-2.0,8800.0,-78.77999999999996,6854.66105929201,-2.0,8800.0,5483.728847433652,6854.66105929201,684026.6864923362,0.0009900000000000006
-2.0,8800.0,-78.77999999999996,6854.66105929201,-2.0,8800.0,8225.59327115044,6854.66105929201,684026.6864923362,0.0009900000000000006
-2.0,8800.0,-78.77999999999996,6854.66105929201,-2.0,8800.0,9596.525483008847,6854.66105929201,684026.6864923362,0.0006600000000000004
-2.0,8800.0,-79.045,8586.593767805538,-2.0,8800.0,8586.59376780549,8586.593767805538,686196.1970482542,0.025200000000000018
-2.0,8800.0,-79.045,8586.593767805538,-2.0,8800.0,5151.956260683318,7351.628260683331,685016.8049889526,0.0005600000000000004
-2.0,8800.0,-79.045,8586.593767805538,-2.0,8800.0,6869.275014244439,8586.593767805538,686196.1970482542,0.0008400000000000005
-2.0,8800.0,-79.045,8586.593767805538,-2.0,8800.0,10303.912521366588,8586.593767805538,686196.1970482542,0.0008400000000000005
-2.0,8800.0,-79.045,8586.593767805538,-2.0,8800.0,12021.231274927686,8586.593767805538,686196.1970482542,0.0005600000000000004
-2.0,8800.0,-77.94,6300.519545959956,-2.0,8800.0,6300.519545960007,6300.519545959956,681251.0702646775,0.022500000000000013
-2.0,8800.0,-77.94,6300.519545959956,-2.0,8800.0,3780.311727576004,5979.983727576019,680590.7664788066,0.0005000000000000003
-2.0,8800.0,-77.94,6300.519545959956,-2.0,8800.0,5040.415636768012,6300.519545959956,681251.0702646775,0.0007500000000000004
-2.0,8800.0,-77.94,6300.519545959956,-2.0,8800.0,7560.623455152008,6300.519545959956,681251.0702646775,0.0007500000000000004
-2.0,8800.0,-77.94,6300.519545959956,-2.0,8800.0,8820.72736434401,6300.519545959956,681251.0702646775,0.0005000000000000003
-2.0,8800.0,-77.93999999999996,7204.302819551034,-2.0,8800.0,7204.302819551085,7204.302819551034,683112.8638082751,0.027000000000000017
-2.0,8800.0,-77.93999999999996,7204.302819551034,-2.0,8800.0,4322.581691730632,6522.253691730649,681707.8426049652,0.0006000000000000004
-2.0,8800.0,-77.93999999999996,7204.302819551034,-2.0,8800.0,5763.442255640868,7204.302819551034,683112.8638082751,0.0009000000000000005
-2.0,8800.0,-77.93999999999996,7204.302819551034,-2.0,8800.0,8645.163383461302,7204.302819551034,683112.8638082751,0.0009000000000000005
-2.0,8800.0,-77.93999999999996,7204.302819551034,-2.0,8800.0,10086.02394737152,7204.302819551034,683112.8638082751,0.0006000000000000004
-2.0,8800.0,-80.0,5712.132757410117,-2.0,8800.0,5712.132757410174,5712.132757410117,666668.5283198506,0.030600000000000023
-2.0,8800.0,-80.0,5712.132757410117,-2.0,8800.0,3427.2796544461157,5626.951654446133,666124.2210719108,0.0006800000000000005
-2.0,8800.0,-80.0,5712.132757410117,-2.0,8800.0,4569.706205928152,5712.132757410116,666668.5283198507,0.0010200000000000007
-2.0,8800.0,-80.0,5712.132757410117,-2.0,8800.0,6854.559308892209,5712.132757410117,666668.5283198506,0.0010200000000000007
-2.0,8800.0,-80.0,5712.132757410117,-2.0,8800.0,7996.985860374244,5712.132757410117,666668.5283198506,0.0006800000000000005
-2.0,8800.0,-80.0,7807.711902595144,-2.0,8800.0,7807.711902595125,7807.711902595144,680059.279057583,0.025200000000000018
-2.0,8800.0,-80.0,7807.711902595144,-2.0,8800.0,4684.627141557056,6884.299141557073,674158.6715145498,0.0005600000000000004
-2.0,8800.0,-80.0,7807.711902595144,-2.0,8800.0,6246.169522076081,7807.711902595144,680059.279057583,0.0008400000000000005
-2.0,8800.0,-80.0,7807.711902595144,-2.0,8800.0,9369.254283114149,7807.711902595144,680059.279057583,0.0008400000000000005
-2.0,8800.0,-80.0,7807.711902595144,-2.0,8800.0,10930.796663633175,7807.711902595144,680059.279057583,0.0005600000000000004
-2.0,8800.0,-79.06,7550.558691800046,-2.0,8800.0,7550.55869179999,7550.558691800046,685225.5251702921,0.030600000000000023
-2.0,8800.0,-79.06,7550.558691800046,-2.0,8800.0,4530.335215079961,6730.007215079971,684454.2067821752,0.0006800000000000005
-2.0,8800.0,-79.06,7550.558691800046,-2.0,8800.0,6040.446953439992,7550.558691800046,685225.5251702921,0.0010200000000000007
-2.0,8800.0,-79.06,7550.558691800046,-2.0,8800.0,9060.670430159988,7550.558691800046,685225.5251702921,0.0010200000000000007
-2.0,8800.0,-79.06,7550.558691800046,-2.0,8800.0,10570.782168519985,7550.558691800046,685225.5251702921,0.0006800000000000005
-2.0,8800.0,-79.06000000000004,6363.569337158066,-2.0,8800.0,6363.569337158115,6363.569337158066,684109.7551769286,0.023400000000000015
-2.0,8800.0,-79.06000000000004,6363.569337158066,-2.0,8800.0,3818.1416022948947,6017.813602294905,683784.7447861573,0.0005200000000000003
-2.0,8800.0,-79.06000000000004,6363.569337158066,-2.0,8800.0,5090.855469726517,6363.569337158066,684109.7551769286,0.0007800000000000004
-2.0,8800.0,-79.06000000000004,6363.569337158066,-2.0,8800.0,7636.283204589738,6363.569337158066,684109.7551769286,0.0007800000000000004
-2.0,8800.0,-79.06000000000004,6363.569337158066,-2.0,8800.0,8908.99707202136,6363.569337158066,684109.7551769286,0.0005200000000000003
-2.0,8800.0,-77.94,8750.62557811359,-2.0,8800.0,8750.625578113599,8750.62557811359,686298.288690914,0.019800000000000012
-2.0,8800.0,-77.94,8750.62557811359,-2.0,8800.0,5250.3753468681925,7450.047346868206,683619.0975345485,0.0004400000000000003
-2.0,8800.0,-77.94,8750.62557811359,-2.0,8800.0,7000.500462490843,8750.62557811359,686298.288690914,0.0006600000000000003
-2.0,8800.0,-77.94,8750.62557811359,-2.0,8800.0,10500.750693736318,8750.62557811359,686298.288690914,0.0006600000000000003
-2.0,8800.0,-77.94,8750.62557811359,-2.0,8800.0,12250.875809359039,8750.62557811359,686298.288690914,0.0004400000000000003
-2.0,8800.0,-78.77999999999238,8157.979933246771,-48.0,0.0,8157.979933246737,8157.979933246771,636322.4347932468,0.015300000000000008
-2.0,8800.0,-78.77999999999238,8157.979933246771,-48.0,0.0,4894.787959948057,7094.459959948071,553367.8768759487,0.0003400000000000002
-2.0,8800.0,-78.77999999999238,8157.979933246771,-48.0,0.0,6526.383946597403,8157.979933246771,636322.4347932468,0.0005100000000000003
-2.0,8800.0,-78.77999999999238,8157.979933246771,-48.0,0.0,9789.575919896084,8157.979933246771,636322.4347932468,0.0005100000000000003
-2.0,8800.0,-78.77999999999238,8157.979933246771,-48.0,0.0,11421.171906545433,8157.979933246771,636322.4347932468,0.0003400000000000002
-2.0,8800.0,-8.09499999999997,8588.221919628648,-2.0,8800.0,8588.221919628675,8588.221919628648,671172.0971308979,0.0063
-2.0,8800.0,-8.09499999999997,8588.221919628648,-2.0,8800.0,5152.933151777233,8588.221919628648,661169.7793951408,0.00014000000000000001
-2.0,8800.0,-8.09499999999997,8588.221919628648,-2.0,8800.0,6870.577535702898,8588.221919628648,671172.0971308979,0.00021
-2.0,8800.0,-8.09499999999997,8588.221919628648,-2.0,8800.0,10305.86630355441,8588.221919628648,671172.0971308979,0.00021
-2.0,8800.0,-8.09499999999997,8588.221919628648,-2.0,8800.0,12023.510687480144,8588.221919628648,671172.0971308979,0.00014000000000000001
-2.0,8800.0,-8.09499999999999,6852.665500959413,-0.71,8800.0,6852.6655009593815,6852.665500959413,557728.9128464867,0.0054
-2.0,8800.0,-8.09499999999999,6852.665500959413,-0.71,8800.0,4111.599300575644,6852.665500959413,553346.3267943802,0.00012
-2.0,8800.0,-8.09499999999999,6852.665500959413,-0.71,8800.0,5482.132400767474,6852.665500959413,557728.9128464867,0.00017999999999999998
-2.0,8800.0,-8.09499999999999,6852.665500959413,-0.71,8800.0,8223.198601151258,6852.665500959413,557728.9128464867,0.00017999999999999998
-2.0,8800.0,-8.09499999999999,6852.665500959413,-0.71,8800.0,9593.731701343133,6852.665500959413,557728.9128464867,0.00012
-2.0,8800.0,-39.792500000000004,8402.588735896878,-2.0,8800.0,8402.588735896861,8402.588735896878,670421.0865985737,0.0054
-2.0,8800.0,-39.792500000000004,8402.588735896878,-2.0,8800.0,5041.553241538125,8402.588735896876,624207.5297493031,0.00012
-2.0,8800.0,-39.792500000000004,8402.588735896878,-2.0,8800.0,6722.07098871752,8402.588735896878,670421.0865985737,0.00017999999999999998
-2.0,8800.0,-39.792500000000004,8402.588735896878,-2.0,8800.0,10083.106483076233,8402.588735896878,670421.0865985737,0.00017999999999999998
-2.0,8800.0,-39.792500000000004,8402.588735896878,-2.0,8800.0,11763.624230255606,8402.588735896878,670421.0865985737,0.00012
-2.0,8800.0,-39.79250000000005,7806.062286331425,-2.0,8800.0,7806.062286331435,7806.062286331425,646436.2493776707,0.007200000000000001
-2.0,8800.0,-39.79250000000005,7806.062286331425,-2.0,8800.0,4683.637371798872,7806.062286331422,609717.6040261344,0.00016
-2.0,8800.0,-39.79250000000005,7806.062286331425,-2.0,8800.0,6244.849829065148,7806.062286331425,646436.2493776707,0.00024
-2.0,8800.0,-39.79250000000005,7806.062286331425,-2.0,8800.0,9367.274743597722,7806.062286331425,646436.2493776707,0.00024
-2.0,8800.0,-39.79250000000005,7806.062286331425,-2.0,8800.0,10928.487200864009,7806.062286331425,646436.2493776707,0.00016
-2.0,8800.0,-8.09499999999999,5711.724475793029,-2.0,8800.0,5711.724475793075,5711.724475793029,464337.5484318978,0.0036000000000000003
-2.0,8800.0,-8.09499999999999,5711.724475793029,-2.0,8800.0,3427.034685475844,5711.724475793024,463649.32941927994,8e-05
-2.0,8800.0,-8.09499999999999,5711.724475793029,-2.0,8800.0,4569.379580634507,5711.724475793024,464337.54843189736,0.00012
