b_da,q_da,b_rt,q_rt,z,Profit,prob
-78.16457328310722,8800.0,-80.0,7811.3672428174195,7811.3672428174195,535675.4302387048,0.010176000000000011
-78.16457328310722,8800.0,-80.0,7811.3672428174195,7811.3672428174195,497049.54841558135,0.0004200000000000004
-78.16457328310722,8800.0,-80.0,7811.3672428174195,7811.3672428174195,521921.0770044022,0.0006960000000000008
-78.16457328310722,8800.0,-80.0,7811.3672428174195,7811.3672428174195,465712.3615947865,0.00027600000000000026
-78.16457328310722,8800.0,-80.0,7811.3672428174195,7811.3672428174195,530482.6366816033,0.0004320000000000004
-78.16457328310722,8800.0,-78.86250000004657,6307.568655004655,6307.568655004655,533964.8593450678,0.00932800000000001
-78.16457328310722,8800.0,-78.86250000004657,6307.568655004655,6307.568655004657,436585.5666960997,0.00038500000000000036
-78.16457328310722,8800.0,-78.86250000004657,6307.568655004655,6307.568655004655,499288.90825782006,0.0006380000000000007
-78.16457328310722,8800.0,-78.86250000004657,6307.568655004655,6307.568655004658,357581.72413810994,0.0002530000000000002
-78.16457328310722,8800.0,-78.86250000004657,6307.568655004655,6307.56865500467,520873.36370547983,0.00039600000000000036
-78.16457328310722,8800.0,-80.0,8414.247986758784,8414.247986758784,536361.2070849381,0.005936000000000005
-78.16457328310722,8800.0,-80.0,8414.247986758784,8414.247986758879,521289.8759276076,0.00024500000000000015
-78.16457328310722,8800.0,-80.0,8414.247986758784,8414.247986758879,530994.4322007211,0.00040600000000000033
-78.16457328310722,8800.0,-80.0,8414.247986758784,8414.247986758879,509062.5014878971,0.0001610000000000001
-78.16457328310722,8800.0,-80.0,8414.247986758784,8414.247986758872,534335.0446353892,0.00025200000000000016
-78.16457328310722,8800.0,-78.86250000004655,7194.722537342188,7194.722537342607,534973.9968862273,0.005936000000000005
-78.16457328310722,8800.0,-78.86250000004655,7194.722537342188,7194.72253734229,472255.80642019014,0.00024500000000000015
-78.16457328310722,8800.0,-78.86250000004655,7194.722537342188,7194.7225373422825,512640.5741870014,0.00040600000000000033
-78.16457328310722,8800.0,-78.86250000004655,7194.722537342188,7194.722537342286,421372.5240475971,0.0001610000000000001
-78.16457328310722,8800.0,-78.86250000004655,7194.722537342188,7194.722537342275,526542.2770136171,0.00025200000000000016
-78.16457328310722,8800.0,-78.86250000004655,5714.937948772602,5714.937948772504,545874.7419167287,0.016960000000000024
-78.16457328310722,8800.0,-78.86250000004655,5714.937948772602,5714.937948772602,425341.36757527443,0.0007000000000000009
-78.16457328310722,8800.0,-78.86250000004655,5714.937948772602,5714.937948772602,502953.8161290277,0.0011600000000000015
-78.16457328310722,8800.0,-78.86250000004655,5714.937948772602,5714.937948772602,327552.61320649396,0.0004600000000000005
-78.16457328310722,8800.0,-78.86250000004655,5714.937948772602,5714.937948772602,529670.4534926569,0.0007200000000000009
-78.16457328310722,8800.0,-80.0,8158.231951030549,8158.231951030549,536069.9888442972,0.015264000000000019
-78.16457328310722,8800.0,-80.0,8158.231951030549,8158.231951030549,510996.1111710608,0.0006300000000000008
-78.16457328310722,8800.0,-80.0,8158.231951030549,8158.231951030549,527141.3908630097,0.0010440000000000013
-78.16457328310722,8800.0,-80.0,8158.231951030549,8158.231951030549,490653.6684388516,0.00041400000000000047
-78.16457328310722,8800.0,-80.0,8158.231951030549,8158.231951030549,532699.1021670853,0.0006480000000000008
-78.16457328310722,8800.0,-78.86250000004657,6852.799058076283,6852.799058076433,534585.0589285619,0.008480000000000008
-78.16457328310722,8800.0,-78.86250000004657,6852.799058076283,6852.799058076289,458507.9181276023,0.0003500000000000003
-78.16457328310722,8800.0,-78.86250000004657,6852.799058076283,6852.799058076428,507494.6258240502,0.0005800000000000005
-78.16457328310722,8800.0,-78.86250000004657,6852.799058076283,6852.799058076283,396786.5162709751,0.00023000000000000017
-78.16457328310722,8800.0,-78.86250000004657,6852.799058076283,6852.799058076283,524357.3859811074,0.0003600000000000003
-78.16457328310722,8800.0,-80.0,8595.31704383181,8595.31704383181,549151.1731373587,0.0008480000000000007
-78.16457328310722,8800.0,-80.0,8595.31704383181,8595.31704383181,541154.2100398676,3.5000000000000024e-05
-78.16457328310722,8800.0,-80.0,8595.31704383181,8595.31704383181,546303.5215096688,5.800000000000005e-05
-78.16457328310722,8800.0,-80.0,8595.31704383181,8595.31704383181,534666.2720367264,2.3000000000000014e-05
-78.16457328310722,8800.0,-80.0,8595.31704383181,8595.31704383181,548076.0759100853,3.600000000000003e-05
-78.16457328310722,8800.0,-80.0,7549.812486012449,7549.812486012449,535377.9117028392,0.011024000000000013
-78.16457328310722,8800.0,-80.0,7549.812486012449,7549.812486012449,486533.08553134557,0.0004550000000000005
-78.16457328310722,8800.0,-80.0,7549.812486012449,7549.812486012449,517984.6779144873,0.0007540000000000009
-78.16457328310722,8800.0,-80.0,7549.812486012449,7549.812486012449,446905.2668067251,0.0002990000000000003
-78.16457328310722,8800.0,-80.0,7549.812486012449,7549.812486012449,528811.3017856196,0.0004680000000000005
-78.16457328310722,8800.0,-80.0,8746.169882238246,8746.169882238246,536738.768241046,0.00932800000000001
-78.16457328310722,8800.0,-80.0,8746.169882238246,8746.169882238246,534635.6255400942,0.00038500000000000036
-78.16457328310722,8800.0,-80.0,8746.169882238246,8746.169882238246,535989.8567276855,0.0006380000000000007
-78.16457328310722,8800.0,-80.0,8746.169882238246,8746.169882238246,532929.3453823411,0.0002530000000000002
-78.16457328310722,8800.0,-80.0,8746.169882238246,8746.169882238246,536456.0255475023,0.00039600000000000036
-78.16457328310722,8800.0,-80.0,6361.303466855605,6361.303466855605,546609.9826935483,0.010176000000000011
-78.16457328310722,8800.0,-80.0,6361.303466855605,6361.303466855613,451330.1091435971,0.0004200000000000004
-78.16457328310722,8800.0,-80.0,6361.303466855605,6361.303466855605,512681.61717617686,0.0006960000000000008
-78.16457328310722,8800.0,-80.0,6361.303466855605,6361.303466855605,374029.5257842523,0.00027600000000000026
-78.16457328310722,8800.0,-80.0,6361.303466855605,6361.303466855614,533800.7291532074,0.0004320000000000004
-78.16457328310722,8800.0,-78.86250000004657,8157.865733223483,8157.865733223483,31125.57227154181,0.010176000000000011
-78.16457328310722,8800.0,-78.86250000004657,8157.865733223483,8157.865733223486,9279.572271165904,0.0004200000000000004
-78.16457328310722,8800.0,-78.86250000004657,8157.865733223483,8157.865733223483,22191.879285013536,0.0006960000000000008
-78.16457328310722,8800.0,-78.86250000004657,8157.865733223483,8157.865733223483,9279.572271169513,0.00027600000000000026
-78.16457328310722,8800.0,-78.86250000004657,8157.865733223483,8157.8657332234625,27752.76203529793,0.0004320000000000004
-78.16457328310722,8800.0,-80.0,8433.257289718082,8433.257289718082,77462.83016705432,0.0008480000000000007
-78.16457328310722,8800.0,-80.0,8433.257289718082,8433.25728971817,63134.19247634325,3.5000000000000024e-05
