b_da,q_da,b_rt,q_rt,z,Profit,prob
-77.94443263269132,8800.0,-80.0,7805.494235409206,7805.494235409206,474244.749692778,0.0033960000000000027
-77.94443263269132,8800.0,-80.0,7805.494235409206,7805.494235409206,435389.4094702157,0.00012800000000000008
-77.94443263269132,8800.0,-80.0,7805.494235409206,7805.494235409206,460408.68824290857,0.00022400000000000019
-77.94443263269132,8800.0,-80.0,7805.494235409206,7805.494235409206,403866.062997099,7.600000000000004e-05
-77.94443263269132,8800.0,-80.0,7805.494235409206,7805.494235409206,469021.1081642649,0.00017600000000000013
-77.94443263269132,8800.0,-78.86250000004657,6313.021910155479,6313.021910149705,546555.0624227953,0.002547000000000002
-77.94443263269132,8800.0,-78.86250000004657,6313.021910155479,6313.021910155479,449388.8284525764,9.600000000000007e-05
-77.94443263269132,8800.0,-78.86250000004657,6313.021910155479,6313.021910155479,511954.97974783997,0.00016800000000000013
-77.94443263269132,8800.0,-78.86250000004657,6313.021910155479,6313.021910155479,370557.84044972976,5.700000000000003e-05
-77.94443263269132,8800.0,-78.86250000004657,6313.021910155479,6313.021910155487,533492.2100058936,0.0001320000000000001
-77.94443263269132,8800.0,-80.0,8415.994338229419,8415.994338229419,474939.1935597359,0.0033960000000000027
-77.94443263269132,8800.0,-80.0,8415.994338229419,8415.994338229419,459936.0923543593,0.00012800000000000008
-77.94443263269132,8800.0,-80.0,8415.994338229419,8415.994338229419,469596.7147903527,0.00022400000000000019
-77.94443263269132,8800.0,-80.0,8415.994338229419,8415.994338229419,447764.0728903863,7.600000000000004e-05
-77.94443263269132,8800.0,-80.0,8415.994338229419,8415.994338229439,472922.2038212861,0.00017600000000000013
-77.94443263269132,8800.0,-78.86249999999941,7197.505895656109,7197.505895656109,251001.1629563088,0.0016980000000000014
-77.94443263269132,8800.0,-78.86249999999941,7197.505895656109,7197.505895656109,188391.71829959296,6.400000000000004e-05
-77.94443263269132,8800.0,-78.86249999999941,7197.505895656109,7197.505895656247,228706.4637296265,0.00011200000000000009
-77.94443263269132,8800.0,-78.86249999999941,7197.505895656109,7197.505895656109,137596.66142715252,3.800000000000002e-05
-77.94443263269132,8800.0,-78.86249999999941,7197.505895656109,7197.505895656109,242584.06267324253,8.800000000000007e-05
-77.94443263269132,8800.0,-78.86250000004657,5716.043407104226,5716.043407106522,545875.9993755836,0.011886000000000013
-77.94443263269132,8800.0,-78.86250000004657,5716.043407104226,5716.043407104226,425385.8152911432,0.0004480000000000005
-77.94443263269132,8800.0,-78.86250000004657,5716.043407104226,5716.043407104226,502970.4532769186,0.000784000000000001
-77.94443263269132,8800.0,-78.86250000004657,5716.043407104226,5716.043407104226,327632.1011878294,0.00026600000000000023
-77.94443263269132,8800.0,-78.86250000004657,5716.043407104226,5716.043407104226,529677.517371396,0.0006160000000000007
-77.94443263269132,8800.0,-80.0,8157.954993654249,8157.954993654249,548653.6738052818,0.011037000000000012
-77.94443263269132,8800.0,-80.0,8157.954993654249,8157.954993654249,523568.97540735325,0.0004160000000000004
-77.94443263269132,8800.0,-80.0,8157.954993654249,8157.954993654249,539721.2226544964,0.0007280000000000008
-77.94443263269132,8800.0,-80.0,8157.954993654249,8157.954993654249,503217.7538187088,0.0002470000000000002
-77.94443263269132,8800.0,-80.0,8157.954993654249,8157.954993654249,545281.3324094507,0.0005720000000000006
-77.94443263269132,8800.0,-78.86250000004657,6854.338061994214,6854.3380619942045,534586.8095455185,0.011037000000000012
-77.94443263269132,8800.0,-78.86250000004657,6854.338061994214,6854.338061994214,458569.7976276324,0.0004160000000000004
-77.94443263269132,8800.0,-78.86250000004657,6854.338061994214,6854.338061994214,507517.78783301293,0.0007280000000000008
-77.94443263269132,8800.0,-78.86250000004657,6854.338061994214,6854.338061994214,396897.17834769393,0.0002470000000000002
-77.94443263269132,8800.0,-78.86250000004657,6854.338061994214,6854.338061994232,524367.2202161431,0.0005720000000000006
-77.94443263269132,8800.0,-80.0,8593.539168093206,8593.539168093206,536565.150803706,0.002547000000000002
-77.94443263269132,8800.0,-80.0,8593.539168093206,8593.539168093206,528498.7261011077,9.600000000000007e-05
-77.94443263269132,8800.0,-80.0,8593.539168093206,8593.539168093206,533692.7644798028,0.00016800000000000013
-77.94443263269132,8800.0,-80.0,8593.539168093206,8593.539168093206,521954.433881742,5.700000000000003e-05
-77.94443263269132,8800.0,-80.0,8593.539168093206,8593.539168093293,535480.7152841162,0.0001320000000000001
-77.94443263269132,8800.0,-80.0,7550.290667940538,7550.290667940538,547962.4556347823,0.010188000000000011
-77.94443263269132,8800.0,-80.0,7550.290667940538,7550.290667940538,499136.3120312192,0.0003840000000000004
-77.94443263269132,8800.0,-80.0,7550.290667940538,7550.290667940538,530575.8745525051,0.0006720000000000007
-77.94443263269132,8800.0,-80.0,7550.290667940538,7550.290667940538,459523.6504782644,0.0002280000000000002
-77.94443263269132,8800.0,-80.0,7550.290667940538,7550.290667940538,541398.35736814,0.0005280000000000006
-77.94443263269132,8800.0,-80.0,8748.072516327786,8748.072516327786,475316.93248732283,0.005943000000000005
-77.94443263269132,8800.0,-80.0,8748.072516327786,8748.072516327871,473288.12570025283,0.00022400000000000016
-77.94443263269132,8800.0,-80.0,8748.072516327786,8748.072516327873,474594.4913707344,0.0003920000000000003
-77.94443263269132,8800.0,-80.0,8748.072516327786,8748.072516327875,471642.15428655583,0.00013300000000000006
-77.94443263269132,8800.0,-80.0,8748.072516327786,8748.072516327873,475044.18337933504,0.0003080000000000002
