b_da,q_da,b_rt,q_rt,z,Profit,prob
-78.86137362365041,8800.0,-80.0,7820.1753269530855,7820.1753269530855,474261.4494344092,0.0016980000000000014
-78.86137362365041,8800.0,-80.0,7820.1753269530855,7820.1753269530855,455578.6424810871,0.0001360000000000001
-78.86137362365041,8800.0,-80.0,7820.1753269530855,7820.1753269530855,404921.7068845617,4.4000000000000026e-05
-78.86137362365041,8800.0,-80.0,7820.1753269530855,7820.1753269530855,435979.69945846626,5.000000000000003e-05
-78.86137362365041,8800.0,-80.0,7820.1753269530855,7820.1753269530855,469114.9203392303,7.200000000000006e-05
-78.86137362365041,8800.0,-78.86250000004658,6350.532136393909,6350.532136399458,534013.7303051543,0.002547000000000002
-78.86137362365041,8800.0,-78.86250000004658,6350.532136393909,6350.532136393914,487308.5018158391,0.00020400000000000013
-78.86137362365041,8800.0,-78.86250000004658,6350.532136393909,6350.5321363940075,360671.01326741115,6.600000000000005e-05
-78.86137362365041,8800.0,-78.86250000004658,6350.532136393909,6350.5321363940075,438313.0208740621,7.500000000000005e-05
-78.86137362365041,8800.0,-78.86250000004658,6350.532136393909,6350.532136393997,521147.90035155765,0.00010800000000000008
-78.86137362365041,8800.0,-80.0,8434.118958195515,8434.118958195515,536383.8103149473,0.0033960000000000027
-78.86137362365041,8800.0,-80.0,8434.118958195515,8434.11895819561,529407.3735503424,0.0002720000000000002
-78.86137362365041,8800.0,-80.0,8434.118958195515,8434.118958195611,510491.32368905545,8.800000000000005e-05
-78.86137362365041,8800.0,-80.0,8434.118958195515,8434.11895819561,522088.83801165,0.00010000000000000006
-78.86137362365041,8800.0,-80.0,8434.118958195515,8434.118958195602,534462.0201428698,0.0001440000000000001
-78.86137362365041,8800.0,-80.0,7201.9563288247455,7201.9563288247455,534982.2253240382,0.004245000000000003
-78.86137362365041,8800.0,-80.0,7201.9563288247455,7201.9563288247455,504511.52762390405,0.00034000000000000024
-78.86137362365041,8800.0,-80.0,7201.9563288247455,7201.9563288247455,421892.6698241434,0.00011000000000000007
-78.86137362365041,8800.0,-80.0,7201.9563288247455,7201.9563288247455,472546.659091221,0.00012500000000000008
-78.86137362365041,8800.0,-80.0,7201.9563288247455,7201.9563288247455,526588.5009411902,0.00018000000000000012
-78.86137362365041,8800.0,-78.86250000004657,5716.668926082706,5716.668926082864,533292.7109034192,0.010188000000000011
-78.86137362365041,8800.0,-78.86250000004657,5716.668926082706,5716.668926082706,474501.29565150104,0.0008160000000000009
-78.86137362365041,8800.0,-78.86250000004657,5716.668926082706,5716.668926082706,315093.0791299769,0.00026400000000000024
-78.86137362365041,8800.0,-78.86250000004657,5716.668926082706,5716.668926082706,412826.9658454704,0.0003000000000000003
-78.86137362365041,8800.0,-78.86250000004657,5716.668926082706,5716.668926082706,517097.5144376685,0.0004320000000000004
-78.86137362365041,8800.0,-80.0,8157.396437287856,8157.396437287856,536069.0384474149,0.008490000000000008
-78.86137362365041,8800.0,-80.0,8157.396437287856,8157.396437287944,523816.19501540286,0.0006800000000000006
-78.86137362365041,8800.0,-80.0,8157.396437287856,8157.396437287944,490593.5908231896,0.00022000000000000017
-78.86137362365041,8800.0,-80.0,8157.396437287856,8157.396437287944,510962.517252255,0.0002500000000000002
-78.86137362365041,8800.0,-80.0,8157.396437287856,8157.396437287944,532693.7632342699,0.0003600000000000003
-78.86137362365041,8800.0,-80.0,8740.449482203732,8740.449482203732,536732.2612860068,0.0033960000000000027
-78.86137362365041,8800.0,-80.0,8740.449482203732,8740.449482203732,535596.7817879263,0.0002720000000000002
-78.86137362365041,8800.0,-80.0,8740.449482203732,8740.449482203732,532518.0200178593,8.800000000000005e-05
-78.86137362365041,8800.0,-80.0,8740.449482203732,8740.449482203732,534405.6225557065,0.00010000000000000006
-78.86137362365041,8800.0,-80.0,8740.449482203732,8740.449482203732,536419.4721912818,0.0001440000000000001
-78.86137362365041,8800.0,-80.0,6854.67587676937,6854.67587676937,473163.1938098251,0.002547000000000002
-78.86137362365041,8800.0,-80.0,6854.67587676937,6854.67587676937,436070.7260901251,0.00020400000000000013
-78.86137362365041,8800.0,-80.0,6854.67587676937,6854.67587676937,335497.4689191015,6.600000000000005e-05
-78.86137362365041,8800.0,-80.0,6854.67587676937,6854.67587676937,397159.38031520444,7.500000000000005e-05
-78.86137362365041,8800.0,-80.0,6854.67587676937,6854.675876769394,462945.37885255646,0.00010800000000000008
-78.86137362365041,8800.0,-80.0,7551.989403202216,7551.989403202216,535380.3879461426,0.012735000000000015
-78.86137362365041,8800.0,-80.0,7551.989403202216,7551.989403202216,511583.9458917008,0.0010200000000000012
-78.86137362365041,8800.0,-80.0,7551.989403202216,7551.989403202216,447061.7980372553,0.0003300000000000003
-78.86137362365041,8800.0,-80.0,7551.989403202216,7551.989403202216,486620.6139292531,0.0003750000000000004
-78.86137362365041,8800.0,-80.0,7551.989403202216,7551.989403202216,528825.2122864622,0.0005400000000000007
-78.86137362365041,8800.0,-80.0,8587.542034879772,8587.542034879772,536558.3290646757,0.011037000000000012
-78.86137362365041,8800.0,-80.0,8587.542034879772,8587.542034879772,532507.2868147457,0.0008840000000000009
-78.86137362365041,8800.0,-80.0,8587.542034879772,8587.542034879772,521523.21001803,0.0002860000000000003
-78.86137362365041,8800.0,-80.0,8587.542034879772,8587.542034879772,528257.5963674284,0.0003250000000000003
-78.86137362365041,8800.0,-80.0,8587.542034879772,8587.542034879772,535442.3936028817,0.0004680000000000005
-78.86137362365041,8800.0,-78.86250000004657,8158.392055680768,8158.392055680768,28398.170963336946,0.02122500000000003
-78.86137362365041,8800.0,-78.86250000004657,8158.392055680768,8158.392055680762,16164.311485029757,0.0017000000000000023
-78.86137362365041,8800.0,-78.86250000004657,8158.392055680768,8158.392055681914,9280.170962964767,0.0005500000000000007
-78.86137362365041,8800.0,-78.86250000004657,8158.392055680768,8158.39205568075,9280.170962961973,0.0006250000000000008
-78.86137362365041,8800.0,-78.86250000004657,8158.392055680768,8158.392055680881,25028.125235800864,0.0009000000000000012
-78.86137362365041,8800.0,-78.86250000004657,6301.105166228102,6301.105166228102,533957.5071265844,0.011037000000000012
-78.86137362365041,8800.0,-78.86250000004657,6301.105166228102,6301.105166228196,486309.82988364075,0.0008840000000000009
-78.86137362365041,8800.0,-78.86250000004657,6301.105166228102,6301.1051662282,357116.9669776387,0.0002860000000000003
-78.86137362365041,8800.0,-78.86250000004657,6301.105166228102,6301.1051662282,436325.6859711204,0.0003250000000000003
-78.86137362365041,8800.0,-78.86250000004657,6301.105166228102,6301.105166228189,520832.06201219815,0.0004680000000000005
-78.86137362365041,8800.0,-78.86250000004658,8414.237412760305,8414.237412760305,31417.19505701482,0.004245000000000003
-78.86137362365041,8800.0,-78.86250000004658,8414.237412760305,8414.237412760445,24061.666924824705,0.00034000000000000024
-78.86137362365041,8800.0,-78.86250000004658,8414.237412760305,8414.237412760307,9571.19505663286,0.00011000000000000007
-78.86137362365041,8800.0,-78.86250000004658,8414.237412760305,8414.237412760305,16345.450773559976,0.00012500000000000008
-78.86137362365041,8800.0,-78.86250000004658,8414.237412760305,8414.237412760345,29390.977067538654,0.00018000000000000012
-78.86137362365041,8800.0,-78.86250000004657,7549.716923121283,7549.716923121283,30433.80300005048,0.0067920000000000055
-78.86137362365041,8800.0,-78.86250000004657,7549.716923121283,7549.7169231212765,8587.802999701467,0.0005440000000000004
-78.86137362365041,8800.0,-78.86250000004657,7549.716923121283,7549.716923121283,8587.802999705775,0.0001760000000000001
-78.86137362365041,8800.0,-78.86250000004657,7549.716923121283,7549.716923121283,8587.802999702864,0.00020000000000000012
-78.86137362365041,8800.0,-78.86250000004657,7549.716923121283,7549.716923121316,23866.691138745286,0.0002880000000000002
-78.86137362365041,8800.0,-78.86250000004657,8748.189448937612,8748.189448937612,31797.0654981666,0.008490000000000008
-78.86137362365041,8800.0,-78.86250000004657,8748.189448937612,8748.189448937685,30809.16781578597,0.0006800000000000006
-78.86137362365041,8800.0,-78.86250000004657,8748.189448937612,8748.189448937745,28130.562325868523,0.00022000000000000017
-78.86137362365041,8800.0,-78.86250000004657,8748.189448937612,8748.189448937717,29772.827268163208,0.0002500000000000002
-78.86137362365041,8800.0,-78.86250000004657,8748.189448937612,8748.1894489377,31524.93057871191,0.0003600000000000003
-78.86137362365041,8800.0,-78.86250000004657,5715.543130384194,5715.543130391984,18667.43031082087,0.019527000000000027
-78.86137362365041,8800.0,-78.86250000004657,5715.543130384194,5715.543130384318,6501.430310547759,0.001564000000000002
-78.86137362365041,8800.0,-78.86250000004657,5715.543130384194,5715.54313038432,6501.430310552416,0.0005060000000000006
-78.86137362365041,8800.0,-78.86250000004657,5715.543130384194,5715.54313038432,6501.430310549564,0.0005750000000000006
-78.86137362365041,8800.0,-78.86250000004657,5715.543130384194,5715.543130384202,6501.430310546653,0.000828000000000001
